source_case_id,text_original,text_reviewed,topic,ood_label,topic_valid,bank_request_valid,original_single_issue,reviewed_single_issue,review_action,semantic_duplicate_of,closest_known_intent,reviewer_type,audit_note
"faq_real:085","Khách hàng có thể xem các chương trình ưu đãi thẻ tín dụng MSB ở đâu?","Khách hàng có thể xem các chương trình ưu đãi thẻ tín dụng MSB ở đâu?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:086","Điểm M-Point của MSB có thể dùng để đổi những loại ưu đãi nào?","Điểm M-Point của MSB có thể dùng để đổi những loại ưu đãi nào?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:087","Khách hàng MSB có thể sử dụng voucher đổi từ M-Point như thế nào?","Khách hàng MSB có thể sử dụng voucher đổi từ M-Point như thế nào?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:088","Trong chương trình kỷ niệm 35 năm, MSB có những ưu đãi nào dành cho khách hàng?","Trong chương trình kỷ niệm 35 năm, MSB có những ưu đãi nào dành cho khách hàng?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi ưu đãi chương trình kỷ niệm có mốc thời gian; OOD hợp lệ nhưng chính sách có thể hết hiệu lực."
"faq_real:089","Khách hàng có thể theo dõi các khuyến mãi đang diễn ra của MSB ở đâu?","Khách hàng có thể theo dõi các khuyến mãi đang diễn ra của MSB ở đâu?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:090","Khi dùng thẻ VPBank MWG, bao giờ khách hàng nhận được tiền hoàn từ chi tiêu?","Khi dùng thẻ VPBank MWG, bao giờ khách hàng nhận được tiền hoàn từ chi tiêu?","PROMOTION","1","1","1","1","1","kept","","Refund_not_showing_up","codex_ai","Hỏi lịch nhận cashback theo chương trình, không báo merchant refund bị thiếu."
"faq_real:091","Khách hàng dùng thẻ VPBank MWG nhận và sử dụng tiền hoàn như thế nào?","Khách hàng dùng thẻ VPBank MWG sử dụng tiền hoàn như thế nào?","PROMOTION","1","1","1","0","1","focus_one_issue","","request_refund","codex_ai","Câu gốc gộp nhận và sử dụng cashback; bản đánh giá chỉ giữ cách sử dụng cashback, không phải yêu cầu refund."
"faq_real:092","Khách hàng dùng thẻ VPBank YOJO nhận điểm SkyPoint từ chi tiêu sau bao lâu?","Khách hàng dùng thẻ VPBank YOJO nhận điểm SkyPoint từ chi tiêu sau bao lâu?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:093","Điểm thưởng của thẻ VPBank YOJO được đổi như thế nào?","Điểm thưởng của thẻ VPBank YOJO được đổi như thế nào?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:094","Có thể xem toàn bộ ưu đãi dành cho thẻ VPBank YOJO ở đâu?","Có thể xem toàn bộ ưu đãi dành cho thẻ VPBank YOJO ở đâu?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:095","Khách hàng mở mới thẻ VPBank UnionPay FreeWays có ưu đãi hoàn tiền nào?","Khách hàng mở mới thẻ VPBank UnionPay FreeWays có ưu đãi hoàn tiền nào?","PROMOTION","1","1","1","1","1","kept","","request_refund","codex_ai","Hỏi quyền lợi cashback khi mở thẻ, không yêu cầu hoàn trả giao dịch."
"faq_real:096","Bao giờ chủ thẻ VPBank UnionPay FreeWays nhận được tiền hoàn cho giao dịch đủ điều kiện?","Bao giờ chủ thẻ VPBank UnionPay FreeWays nhận được tiền hoàn cho giao dịch đủ điều kiện?","PROMOTION","1","1","1","1","1","kept","","Refund_not_showing_up","codex_ai","Hỏi lịch trả cashback đủ điều kiện, không báo khoản merchant refund chưa về."
"faq_real:097","Điều kiện nhận thiết kế thẻ giới hạn và quà tặng T1 của VPBank GameON là gì?","Điều kiện nhận quà tặng T1 của VPBank GameON là gì?","PROMOTION","1","1","1","0","1","focus_one_issue","","","codex_ai","Câu gốc gộp thiết kế thẻ và quà tặng; bản đánh giá chỉ giữ điều kiện nhận quà T1."
"faq_real:098","Chương trình khuyến mãi thẻ OCB hiện có những ưu đãi mua sắm nào?","Chương trình khuyến mãi thẻ OCB hiện có những ưu đãi mua sắm nào?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:099","Ưu đãi tại các đối tác liên kết của OCB được áp dụng cho những loại thẻ nào?","Ưu đãi tại các đối tác liên kết của OCB được áp dụng cho những loại thẻ nào?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi chương trình ưu đãi, tích điểm hoặc hoàn tiền khuyến mãi; khác refund giao dịch trong 77 intent."
"faq_real:100","OMNI Coins của OCB có thể dùng để đổi những loại quà tặng hoặc ưu đãi nào?","OMNI Coins của OCB có thể dùng để đổi những loại quà tặng hoặc ưu đãi nào?","PROMOTION","1","1","1","1","1","kept","","","codex_ai","Hỏi đổi điểm OMNI Coins thành quà/ưu đãi, không thuộc giao dịch thẻ hoặc hoàn tiền trong 77 intent."
